aX,aY,aZ
-0.949,-0.18,0.419
-0.895,-0.177,0.44
-0.853,-0.179,0.44
-0.814,-0.172,0.453
-0.78,-0.16,0.453
-0.761,-0.141,0.445
-0.761,-0.125,0.434
-0.754,-0.125,0.442
-0.746,-0.123,0.473
-0.732,-0.111,0.503
-0.725,-0.107,0.503
-0.73,-0.166,0.512
-0.717,-0.33,0.405
-0.717,-0.405,0.368
-0.711,-0.366,0.477
-0.74,-0.366,0.539
-0.784,-0.348,0.617
-0.829,-0.305,0.617
-0.871,-0.269,0.708
-0.91,-0.256,0.772
-0.936,-0.268,0.799
-0.936,-0.302,0.789
-0.954,-0.302,0.766
-0.971,-0.333,0.733
-1,-0.383,0.689
-1.006,-0.409,0.654
-1.006,-0.424,0.637
-1.006,-0.424,0.63
-1.001,-0.429,0.628
-0.994,-0.429,0.626
-0.983,-0.432,0.626
-0.971,-0.438,0.621
-0.957,-0.439,0.617
-0.947,-0.435,0.62
-0.947,-0.431,0.622
-0.936,-0.431,0.628
-0.932,-0.42,0.64
-0.931,-0.404,0.64
-0.932,-0.39,0.644
-0.935,-0.368,0.654
-0.943,-0.343,0.671
-0.943,-0.324,0.678
-0.955,-0.305,0.679
-0.97,-0.305,0.675
-0.984,-0.285,0.675
-0.998,-0.267,0.666
-1.014,-0.255,0.654
-1.027,-0.247,0.645
-1.038,-0.248,0.634
-1.038,-0.25,0.619
-1.05,-0.25,0.607
-1.058,-0.25,0.603
-1.062,-0.245,0.603
-1.06,-0.234,0.607
-1.058,-0.22,0.615
-1.057,-0.202,0.623
-1.057,-0.185,0.634
-1.057,-0.185,0.64
-1.061,-0.178,0.644
-1.067,-0.177,0.644
-1.071,-0.17,0.651
-1.073,-0.162,0.658
-1.075,-0.158,0.665
-1.075,-0.155,0.67
-1.078,-0.159,0.675
-1.082,-0.159,0.675
-1.085,-0.161,0.669
-1.089,-0.162,0.669
-1.091,-0.163,0.657
-1.091,-0.163,0.644
-1.093,-0.161,0.628
-1.093,-0.157,0.611
-1.097,-0.154,0.598
-1.099,-0.154,0.587
-1.101,-0.152,0.587
-1.102,-0.148,0.577
-1.1,-0.146,0.57
-1.097,-0.145,0.565
-1.097,-0.145,0.562
-1.092,-0.148,0.559
-1.088,-0.148,0.558
-1.083,-0.153,0.557
-1.077,-0.16,0.557
-1.072,-0.164,0.553
-1.066,-0.168,0.546
-1.057,-0.175,0.539
-1.057,-0.178,0.537
-1.048,-0.178,0.541
-1.037,-0.171,0.547
-1.023,-0.166,0.547
-1.006,-0.163,0.549
-0.988,-0.163,0.549
-0.969,-0.168,0.54
-0.969,-0.173,0.525
-0.949,-0.17,0.522
-0.926,-0.17,0.524
-0.907,-0.159,0.518
-0.894,-0.154,0.518
-0.88,-0.158,0.503
-0.869,-0.165,0.479
-0.861,-0.171,0.458
-0.861,-0.176,0.44
-0.853,-0.179,0.425
-0.845,-0.179,0.418
-0.838,-0.178,0.418
-0.83,-0.173,0.42
-0.823,-0.169,0.42
-0.82,-0.162,0.417
-0.82,-0.151,0.416
-0.819,-0.142,0.411
-0.822,-0.142,0.407
-0.821,-0.136,0.406
-0.819,-0.134,0.406
-0.817,-0.137,0.411
-0.812,-0.138,0.421
-0.806,-0.136,0.435
-0.806,-0.14,0.448
-0.803,-0.14,0.459
-0.799,-0.146,0.467
-0.798,-0.153,0.467
-0.799,-0.157,0.475
-0.797,-0.16,0.488
-0.793,-0.16,0.507
-0.793,-0.159,0.519
-0.794,-0.168,0.521
-0.802,-0.168,0.512
-0.814,-0.188,0.508
-0.823,-0.202,0.508
-0.824,-0.193,0.525
-0.83,-0.179,0.546
-0.83,-0.18,0.55
-0.844,-0.187,0.549
-0.86,-0.187,0.536
-0.88,-0.193,0.52
-0.896,-0.199,0.52
-0.909,-0.192,0.519
-0.921,-0.186,0.517
-0.932,-0.181,0.516
-0.932,-0.171,0.52
-0.939,-0.171,0.522
-0.943,-0.171,0.523
-0.946,-0.176,0.529
-0.944,-0.18,0.529
-1.263,-0.3,0.497
-0.638,0.14,0.56
-0.734,0.146,0.513
-0.702,0.146,0.468
-0.97,-0.152,0.509
-1.006,-0.205,0.509
-0.824,-0.01,0.551
-0.855,0.02,0.539
-0.952,-0.006,0.522
-0.952,-0.075,0.527
-0.976,-0.075,0.561
-0.893,-0.035,0.549
-0.91,-0.018,0.549
-0.858,-0.022,0.521
-0.923,-0.118,0.502
-0.946,-0.117,0.503
-0.946,0.001,0.508
-0.801,-0.051,0.499
-0.853,-0.051,0.477
-0.817,-0.031,0.436
-1.057,-0.254,0.436
-1.015,-0.231,0.474
-0.612,0.096,0.52
-0.987,-0.203,0.464
-0.941,-0.235,0.45
-0.983,-0.11,0.473
-0.747,-0.036,0.462
-0.929,-0.175,0.454
-0.884,-0.119,0.454
-0.991,-0.269,0.408
-0.995,-0.279,0.435
-0.995,-0.031,0.483
-0.718,-0.179,0.458
-0.871,-0.179,0.454
-0.885,-0.221,0.467
-0.857,-0.216,0.467
-0.893,-0.242,0.469
-0.839,-0.179,0.48
-0.865,-0.194,0.484
-0.865,-0.174,0.499
-0.829,-0.174,0.508
-0.851,-0.194,0.506
-0.865,-0.192,0.506
-0.87,-0.165,0.518
-0.887,-0.172,0.526
-0.867,-0.154,0.543
-0.867,-0.178,0.543
-0.906,-0.169,0.549
-0.921,-0.169,0.583
-0.951,-0.169,0.575
-0.891,-0.147,0.575
-0.857,-0.162,0.528
-0.871,-0.183,0.496
-0.871,-0.154,0.491
-0.859,-0.131,0.511
-0.883,-0.006,0.51
-0.895,-0.121,0.486
-0.897,-0.115,0.486
-0.904,-0.115,0.47
-0.911,-0.114,0.459
-0.935,-0.127,0.437
-0.935,-0.108,0.421
-0.92,-0.124,0.408
-0.93,-0.124,0.401
-0.936,-0.13,0.397
-0.942,-0.134,0.397
-0.927,-0.119,0.407
-0.933,-0.12,0.415
-0.933,-0.118,0.409
-0.93,-0.086,0.422
-0.91,-0.086,0.423
-0.947,-0.114,0.432
-0.932,-0.111,0.432
-0.922,-0.108,0.438
-0.923,-0.105,0.439
-0.905,-0.088,0.442
-0.905,-0.108,0.434
-0.939,-0.077,0.432
-0.92,-0.077,0.433
-0.914,-0.062,0.433
-0.95,-0.068,0.436
-0.926,-0.047,0.441
-0.937,-0.068,0.431
-0.937,-0.058,0.41
-0.935,-0.106,0.4
-0.994,-0.106,0.407
-0.937,-0.05,0.395
-0.915,-0.04,0.395
-0.986,-0.102,0.386
-0.874,-0.004,0.394
-0.999,-0.114,0.376
-0.969,-0.152,0.368
-1,-0.027,0.365
-0.866,-0.044,0.362
-0.918,-0.07,0.35
-0.959,-0.096,0.35
-0.977,-0.136,0.345
-0.961,-0.117,0.354
-0.961,-0.102,0.346
-0.953,-0.131,0.344
-0.969,-0.131,0.344
-0.977,-0.151,0.349
-0.875,-0.048,0.349
-0.969,-0.118,0.345
-0.962,-0.149,0.354
-0.942,-0.148,0.348
-0.942,-0.147,0.342
-0.984,-0.022,0.352
-0.923,-0.079,0.353
-0.973,-0.132,0.353
-0.952,-0.145,0.353
-0.962,-0.142,0.353
-0.874,-0.048,0.362
-0.874,0,0.352
-0.786,-0.355,0.318
-1.202,-0.355,0.374
-1.167,-0.299,0.428
-0.69,0.129,0.428
-0.684,0.128,0.371
-0.713,0.107,0.446
-0.946,-0.093,0.394
-1.004,-0.167,0.38
-1.004,-0.035,0.41
-0.806,-0.13,0.428
-0.954,-0.13,0.439
-0.934,-0.092,0.439
-0.932,-0.107,0.426
-0.965,-0.127,0.414
-0.919,-0.076,0.419
-0.919,-0.101,0.43
-0.934,-0.125,0.432
-0.924,-0.125,0.407
-0.962,-0.185,0.403
-0.916,-0.127,0.403
-0.947,-0.14,0.413
-0.891,-0.124,0.41
-0.914,-0.143,0.401
-0.914,-0.122,0.392
-0.902,-0.122,0.405
-0.89,-0.12,0.407
-0.962,-0.187,0.407
-0.852,-0.081,0.404
-0.851,-0.074,0.406
-1.107,-0.32,0.371
-1.107,-0.264,0.389
-1.082,0.113,0.441
-0.726,0.113,0.415
-0.691,0.128,0.39
-1.135,-0.278,0.39
-1.123,-0.295,0.427
-0.678,0.099,0.463
-0.959,-0.084,0.441
-0.959,-0.289,0.411
-1.097,-0.235,0.437
-0.977,-0.235,0.467
-0.835,-0.055,0.467
-0.856,-0.081,0.455
-0.902,-0.158,0.43
-0.897,-0.168,0.437
-0.897,-0.128,0.458
-0.873,-0.134,0.451
-0.882,-0.134,0.43
-0.959,-0.203,0.399
-0.947,-0.171,0.399
-0.922,-0.105,0.397
-0.943,-0.117,0.42
-0.931,-0.132,0.421
-0.931,-0.094,0.392
-0.87,-0.219,0.378
-0.948,-0.164,0.365
-0.875,-0.115,0.332
-1.111,-0.329,0.332
-1.045,-0.261,0.366
-0.723,0.022,0.395
-0.973,-0.183,0.367
-0.979,-0.158,0.372
-0.922,-0.158,0.379
-0.898,-0.182,0.389
-1.037,-0.242,0.389
-0.825,-0.008,0.399
-0.978,-0.139,0.401
-1.057,-0.257,0.398
-1.057,-0.116,0.392
-0.836,-0.241,0.39
-0.928,-0.173,0.377
-0.955,-0.197,0.377
-0.917,-0.175,0.379
-0.951,-0.204,0.381
-0.878,-0.133,0.386
-0.878,-0.211,0.377
-0.963,-0.188,0.381
-0.942,-0.188,0.393
-0.917,-0.161,0.386
-0.934,-0.157,0.386
-0.918,-0.141,0.391
-0.948,-0.168,0.385
-0.948,-0.147,0.386
-0.954,-0.144,0.385
-0.936,-0.144,0.384
-0.956,-0.166,0.384
-0.921,-0.16,0.386
-0.912,-0.162,0.386
-0.974,-0.205,0.38
-0.913,-0.142,0.375
-0.913,-0.162,0.386
-0.947,-0.163,0.383
-0.939,-0.163,0.386
-0.918,-0.152,0.378
-0.935,-0.172,0.378
-0.932,-0.16,0.372
-0.95,-0.162,0.373
-0.944,-0.158,0.37
-0.944,-0.153,0.372
-0.938,-0.153,0.376
-0.943,-0.156,0.384
-0.936,-0.144,0.384
-0.937,-0.135,0.381
-0.939,-0.127,0.375
-0.944,-0.13,0.372
-0.944,-0.133,0.368
-0.943,-0.135,0.362
-0.944,-0.135,0.359
-0.946,-0.134,0.356
-0.949,-0.132,0.356
-0.952,-0.129,0.35
-0.958,-0.126,0.347
-0.961,-0.126,0.344
-0.961,-0.13,0.338
-0.96,-0.132,0.333
-0.956,-0.132,0.331
-0.956,-0.133,0.331
-0.958,-0.135,0.329
-0.958,-0.135,0.329
-0.956,-0.135,0.329
-0.956,-0.133,0.326
-0.956,-0.132,0.326
-0.957,-0.132,0.329
-0.957,-0.133,0.331
