aX,aY,aZ
0.017,0.037,1.005
0.017,0.031,0.954
0.029,0.031,0.898
0.037,0.017,0.839
0.05,-0.001,0.839
0.069,-0.013,0.787
0.085,-0.023,0.738
0.101,-0.035,0.703
0.101,-0.047,0.681
0.12,-0.056,0.67
0.14,-0.056,0.677
0.163,-0.054,0.704
0.19,-0.041,0.704
0.215,-0.014,0.748
0.218,0.034,0.801
0.218,0.094,0.858
0.183,0.14,0.91
0.127,0.14,0.944
0.069,0.155,0.957
0.018,0.144,0.957
-0.026,0.121,0.964
-0.062,0.097,0.973
-0.062,0.073,0.989
-0.088,0.042,1.014
-0.101,0.042,1.046
-0.1,0.007,1.085
-0.096,-0.028,1.085
-0.094,-0.057,1.119
-0.096,-0.074,1.149
-0.106,-0.079,1.172
-0.106,-0.073,1.189
-0.119,-0.06,1.2
-0.131,-0.06,1.206
-0.144,-0.045,1.208
-0.15,-0.035,1.208
-0.15,-0.027,1.207
-0.147,-0.022,1.203
-0.14,-0.026,1.199
-0.14,-0.032,1.193
-0.129,-0.032,1.183
-0.119,-0.037,1.169
-0.108,-0.039,1.169
-0.098,-0.041,1.154
-0.089,-0.043,1.139
-0.081,-0.045,1.121
-0.081,-0.045,1.104
-0.07,-0.044,1.091
-0.058,-0.044,1.078
-0.046,-0.042,1.069
-0.031,-0.041,1.069
-0.017,-0.038,1.06
-0.005,-0.034,1.054
0.12,-0.033,1.046
0.007,-0.035,1.037
0.017,-0.035,1.028
0.02,-0.037,1.022
0.024,-0.044,1.022
0.022,-0.053,1.017
0.021,-0.059,1.013
0.021,-0.062,1.011
0.021,-0.065,1.007
0.015,-0.065,1
0.007,-0.068,0.994
0.002,-0.071,0.994
-0.001,-0.073,0.988
-0.004,-0.077,0.985
-0.007,-0.08,0.983
-0.007,-0.084,0.979
-0.006,-0.095,0.979
-0.003,-0.095,0.976
-0.002,-0.104,0.976
-0.002,-0.113,0.971
-0.002,-0.12,0.967
0,-0.126,0.965
0.124,-0.134,0.964
0.003,-0.141,0.958
0.002,-0.141,0.937
-0.009,-0.147,0.912
-0.021,-0.154,0.912
-0.026,-0.158,0.903
-0.025,-0.161,0.904
-0.021,-0.162,0.911
-0.021,-0.157,0.918
-0.018,-0.151,0.919
-0.017,-0.151,0.919
-0.013,-0.147,0.919
-0.01,-0.148,0.917
-0.01,-0.149,0.913
-0.011,-0.15,0.91
-0.011,-0.147,0.91
-0.013,-0.145,0.907
-0.017,-0.145,0.906
-0.022,-0.147,0.906
-0.029,-0.15,0.907
-0.038,-0.154,0.904
-0.045,-0.157,0.904
-0.049,-0.161,0.903
-0.049,-0.163,0.905
-0.052,-0.163,0.91
-0.055,-0.166,0.915
-0.053,-0.172,0.915
-0.091,0.566,1.775
-0.132,0.566,1.938
-0.184,0.481,1.986
-0.254,0.277,1.986
-0.335,0.092,1.963
-0.409,-0.007,1.882
-0.455,-0.051,1.74
-0.455,-0.084,1.57
-0.438,-0.111,1.422
-0.369,-0.111,1.318
-0.28,-0.114,1.238
-0.197,-0.09,1.238
-0.127,-0.05,1.163
-0.068,-0.006,1.086
-0.017,0.027,1
-0.017,0.059,0.928
0.02,0.059,0.866
0.037,0.082,0.813
0.039,0.089,0.813
0.033,0.083,0.778
0.027,0.069,0.753
0.024,0.048,0.738
0.024,0.023,0.729
0.023,0.023,0.728
0.027,0.001,0.738
0.04,-0.018,0.863
0.06,-0.032,0.759
0.082,-0.035,0.794
0.097,-0.029,0.838
0.097,-0.019,0.878
0.103,-0.009,0.914
0.099,-0.009,0.939
0.088,0,0.937
0.072,0.013,0.937
0.048,0.043,0.927
0.017,0.088,0.928
-0.108,0.122,0.935
-0.02,0.126,0.949
-0.05,0.001,0.962
-0.07,0.11,0.976
-0.09,0.089,0.976
-0.115,0.066,0.998
-0.141,0.037,1.02
-0.153,0.002,1.041
-0.153,-0.031,1.063
-0.151,-0.053,1.089
-0.138,-0.053,1.116
-0.122,-0.054,1.24
-0.109,-0.044,1.138
-0.101,-0.033,1.152
-0.1,-0.023,1.162
-0.104,-0.014,1.169
-0.104,-0.008,1.169
-0.107,-0.008,1.169
-0.103,-0.006,1.168
-0.098,-0.008,1.168
-0.094,-0.013,1.165
-0.091,-0.018,1.162
-0.086,-0.023,1.158
-0.086,-0.03,1.151
-0.081,-0.03,1.141
-0.076,-0.035,1.131
-0.073,-0.038,1.122
-0.069,-0.04,1.122
-0.062,-0.04,1.116
-0.06,-0.039,1.108
-0.06,-0.039,1.099
-0.057,-0.041,1.091
-0.053,-0.041,1.087
-0.047,-0.042,1.078
-0.041,-0.044,1.078
-0.035,-0.048,1.07
-0.033,-0.054,1.063
-0.035,-0.06,1.053
-0.035,-0.065,1.041
-0.036,-0.065,1.03
-0.038,-0.072,1.02
-0.041,-0.078,1.02
-0.042,-0.083,1.013
-0.044,-0.088,1.007
-0.043,-0.091,1
-0.043,-0.094,0.995
-0.041,-0.096,0.991
-0.043,-0.096,0.986
-0.041,-0.095,0.983
-0.039,-0.096,0.983
-0.037,-0.098,0.981
-0.033,-0.101,0.978
-0.028,-0.106,0.978
-0.028,-0.118,0.978
-0.022,-0.118,0.976
-0.013,-0.132,0.974
-0.006,-0.146,0.974
-0.006,-0.16,0.967
-0.014,-0.178,0.946
-0.024,-0.192,0.918
-0.024,-0.203,0.907
-0.028,-0.203,0.914
-0.029,-0.209,0.924
-0.023,-0.21,0.924
-0.015,-0.204,0.934
-0.008,-0.198,0.938
-0.003,-0.198,0.937
-0.003,-0.203,0.931
0,-0.21,0.924
0,-0.21,0.917
-0.001,-0.218,0.914
0,-0.221,0.914
-0.002,-0.22,0.913
-0.007,-0.216,0.915
-0.007,-0.212,0.913
-0.013,-0.209,0.914
-0.019,-0.209,0.917
-0.025,-0.206,0.919
-0.03,-0.205,0.919
-0.033,-0.207,0.922
-0.036,-0.208,0.924
-0.039,-0.211,0.926
-0.039,-0.218,0.928
-0.145,0.507,1.477
-0.16,0.55,1.477
-0.183,0.518,1.559
-0.215,0.404,1.594
-0.257,0.256,1.589
-0.257,0.136,1.555
-0.301,0.136,1.496
-0.328,0.056,1.417
-0.334,0.008,1.292
-0.319,-0.01,1.34
-0.286,0,1.289
-0.246,0.026,1.259
-0.246,0.053,1.239
-0.196,0.075,1.214
-0.138,0.075,1.169
-0.087,0.092,1.111
-0.051,0.102,1.111
-0.027,0.109,1.052
-0.01,0.112,0.997
0.115,0.113,0.957
0.003,0.116,0.93
0.007,0.116,0.903
0.004,0.113,0.877
0,0.107,0.877
-0.008,0.112,0.858
-0.028,0.122,0.852
-0.028,0.127,0.854
-0.055,0.122,0.856
-0.079,0.122,0.86
-0.091,0.098,0.869
-0.094,0.068,0.869
-0.09,0.045,0.885
-0.081,0.027,0.909
-0.068,0.011,0.933
-0.068,-0.004,0.952
-0.053,-0.017,0.972
-0.031,-0.017,0.989
-0.004,-0.024,1.114
0.012,-0.029,1
0.023,-0.031,1.011
0.025,-0.032,1.022
0.02,-0.032,1.026
0.02,-0.03,1.028
0.014,-0.03,1.027
0.005,-0.028,1.027
-0.004,-0.031,1.027
-0.013,-0.037,1.03
-0.019,-0.043,1.034
-0.024,-0.053,1.036
-0.024,-0.063,1.035
-0.03,-0.063,1.036
-0.034,-0.07,1.038
-0.036,-0.074,1.038
-0.034,-0.075,1.041
-0.032,-0.074,1.045
-0.032,-0.072,1.046
-0.032,-0.069,1.048
-0.03,-0.069,1.05
-0.029,-0.066,1.05
-0.028,-0.064,1.046
-0.025,-0.062,1.046
-0.023,-0.062,1.043
-0.024,-0.061,1.042
-0.024,-0.063,1.038
-0.024,-0.067,1.036
-0.022,-0.067,1.033
-0.019,-0.07,1.033
-0.014,-0.072,1.033
-0.011,-0.072,1.034
-0.007,-0.074,1.036
-0.003,-0.075,1.036
-0.003,-0.073,1.035
-0.003,-0.073,1.032
-0.005,-0.071,1.027
-0.007,-0.068,1.027
-0.01,-0.066,1.021
-0.013,-0.064,1.015
-0.014,-0.065,1.01
-0.014,-0.067,1.008
-0.016,-0.069,1.005
-0.019,-0.069,1.003
-0.02,-0.072,1.003
-0.02,-0.073,1.002
-0.022,-0.077,1.002
-0.023,-0.085,1.002
-0.023,-0.094,0.999
-0.022,-0.104,0.996
-0.023,-0.104,0.991
-0.025,-0.113,0.985
-0.027,-0.123,0.985
-0.029,-0.133,0.981
-0.032,-0.142,0.974
-0.032,-0.15,0.966
-0.032,-0.16,0.96
-0.035,-0.16,0.956
-0.04,-0.169,0.954
-0.045,-0.173,0.954
-0.049,-0.178,0.951
-0.049,-0.184,0.945
-0.045,-0.193,0.939
-0.045,-0.199,0.935
-0.042,-0.199,0.932
-0.037,-0.202,0.928
-0.03,-0.201,0.924
-0.027,-0.198,0.924
-0.029,-0.197,0.924
-0.03,-0.194,0.925
-0.032,-0.193,0.922
-0.032,-0.19,0.917
-0.036,-0.19,0.915
-0.04,-0.184,0.913
-0.043,-0.183,0.913
-0.046,-0.185,0.906
-0.049,-0.186,0.902
-0.052,-0.196,0.9
-0.052,-0.209,0.895
-0.057,-0.221,0.889
-0.062,-0.221,0.886
-0.07,-0.231,0.884
-0.203,0.71,1.515
-0.203,0.695,1.676
-0.234,0.529,1.745
-0.286,0.529,1.771
-0.353,0.331,1.77
-0.421,0.175,1.77
-0.468,0.072,1.714
-0.476,0.004,1.602
-0.447,-0.03,1.474
-0.447,-0.032,1.36
-0.387,-0.005,1.277
-0.316,-0.005,1.22
-0.239,0.04,1.22
-0.158,0.081,1.16
-0.083,0.111,1.09
-0.022,0.139,1.023
-0.022,0.161,0.97
0.019,0.174,0.915
0.038,0.174,0.869
0.045,0.176,0.849
0.047,0.171,0.849
0.047,0.161,0.844
0.044,0.145,0.841
0.044,0.13,0.844
0.034,0.119,0.854
0.021,0.119,0.869
0.006,0.106,0.886
-0.011,0.09,0.886
-0.029,0.076,0.908
-0.044,0.056,0.934
-0.054,0.033,0.962
-0.054,0.014,0.982
-0.057,0.014,0.987
-0.05,0.02,0.989
-0.045,0.055,0.994
-0.043,0.088,0.994
-0.037,0.095,1.001
-0.032,0.083,1.009
-0.032,0.069,1.02
-0.036,0.057,1.032
-0.049,0.057,1.042
-0.068,0.045,1.047
-0.084,0.031,1.047
-0.095,0.016,1.051
-0.101,0.004,1.056
-0.103,0.001,1.059
-0.103,0.005,1.061
-0.102,0.005,1.063
-0.104,0.01,1.063
-0.109,0.011,1.063
-0.114,0.007,1.059
-0.121,0.001,1.053
-0.126,-0.002,1.047
-0.126,-0.008,1.041
-0.129,-0.014,1.035
-0.131,-0.014,1.028
-0.13,-0.02,1.028
-0.124,-0.024,1.021
-0.117,-0.028,1.013
-0.107,-0.034,1.004
-0.107,-0.038,0.995
-0.096,-0.041,0.988
-0.084,-0.041,0.985
-0.074,-0.042,0.978
-0.063,-0.043,0.978
-0.053,-0.044,0.972
-0.043,-0.049,0.971
-0.038,-0.057,0.966
-0.038,-0.065,0.956
-0.032,-0.065,0.944
-0.029,-0.074,0.933
-0.029,-0.083,0.933
-0.03,-0.093,0.923
-0.033,-0.099,0.914
-0.037,-0.1,0.908
-0.037,-0.1,0.906
-0.042,-0.102,0.904
-0.044,-0.102,0.903
-0.044,-0.104,0.902
-0.046,-0.111,0.902
-0.045,-0.12,0.9
-0.043,-0.127,0.9
-0.044,-0.136,0.897
-0.044,-0.144,0.894
-0.045,-0.144,0.894
-0.046,-0.149,0.894
-0.048,-0.154,0.894
-0.051,-0.157,0.892
-0.053,-0.157,0.889
-0.054,-0.157,0.889
-0.054,-0.16,0.89
-0.055,-0.162,0.891
-0.057,-0.162,0.894
-0.057,-0.167,0.894
-0.051,-0.179,0.897
-0.046,-0.194,0.898
-0.041,-0.203,0.901
-0.039,-0.21,0.904
-0.039,-0.216,0.907
-0.036,-0.216,0.908
-0.037,-0.22,0.909
-0.041,-0.22,0.909
-0.045,-0.218,0.912
-0.05,-0.216,0.915
-0.057,-0.214,0.918
-0.057,-0.214,0.924
-0.063,-0.213,0.93
-0.07,-0.213,0.932
-0.077,-0.21,0.932
-0.081,-0.21,0.936
-0.083,-0.215,0.941
-0.083,-0.22,0.947
-0.083,-0.222,0.953
-0.081,-0.228,0.957
-0.079,-0.228,0.965
-0.075,-0.238,0.973
-0.07,-0.242,0.973
-0.072,-0.24,0.976
-0.053,-0.387,0.976
-0.179,1.24,2.058
-0.25,1.171,2.208
-0.313,0.891,2.208
-0.385,0.411,2.2
-0.468,0.056,2.163
-0.536,-0.06,2.09
-0.536,-0.061,1.964
-0.567,-0.09,1.796
-0.547,-0.09,1.634
-0.487,-0.152,1.501
-0.41,-0.192,1.501
-0.322,-0.177,1.398
-0.23,-0.105,1.322
-0.23,0.001,1.237
-0.148,0.117,1.146
-0.077,0.117,1.056
-0.014,0.206,0.964
0.042,0.249,0.964
0.085,0.262,0.871
0.106,0.251,0.774
0.117,0.213,0.701
0.117,0.154,0.659
0.123,0.029,0.64
0.118,0.092,0.641
0.094,0.048,0.641
0.058,0.024,0.662
0.021,-0.007,0.68
-0.005,-0.042,0.697
-0.005,-0.062,0.723
-0.014,-0.058,0.759
-0.008,-0.058,0.804
0.007,-0.04,0.852
0.022,-0.02,0.852
0.036,0,0.892
0.047,0.017,0.925
0.047,0.023,0.953
0.051,0.026,0.98
0.051,0.026,1.01
0.046,0.029,1.037
0.032,0.028,1.037
0.013,0.025,1.064
-0.006,0.025,1.086
-0.006,0.047,1.112
-0.025,0.095,1.153
-0.055,0.095,1.179
-0.106,0.135,1.179
-0.162,0.141,1.179
-0.196,0.113,1.17
-0.212,0.075,1.155
-0.224,0.052,1.152
-0.224,0.044,1.161
-0.237,0.035,1.17
-0.248,0.035,1.173
-0.25,0.015,1.173
-0.239,-0.013,1.172
-0.216,-0.037,1.172
-0.188,-0.053,1.175
-0.188,-0.056,1.176
-0.162,-0.052,1.162
-0.141,-0.052,1.139
-0.129,-0.046,1.114
-0.125,-0.042,1.114
-0.121,-0.039,1.09
-0.116,-0.038,1.068
-0.108,-0.037,1.05
-0.108,-0.038,1.036
-0.099,-0.038,1.02
-0.09,-0.038,1.003
-0.077,-0.04,0.989
-0.065,-0.045,0.989
-0.055,-0.051,0.976
-0.043,-0.057,0.962
-0.043,-0.061,0.951
-0.035,-0.061,0.939
-0.032,-0.061,0.933
-0.028,-0.064,0.927
-0.024,-0.063,0.927
-0.022,-0.062,0.918
-0.021,-0.063,0.914
-0.022,-0.063,0.914
-0.022,-0.066,0.914
-0.02,-0.066,0.912
-0.018,-0.072,0.912
-0.015,-0.08,0.912
-0.017,-0.089,0.914
-0.017,-0.097,0.917
-0.015,-0.106,0.92
-0.015,-0.115,0.919
-0.016,-0.119,0.917
-0.017,-0.119,0.92
-0.02,-0.126,0.92
-0.021,-0.135,0.922
-0.025,-0.142,0.923
-0.032,-0.149,0.924
-0.032,-0.161,0.924
-0.04,-0.17,0.922
-0.047,-0.17,0.918
-0.053,-0.176,0.915
-0.058,-0.184,0.915
-0.06,-0.191,0.912
-0.06,-0.196,0.912
-0.058,-0.202,0.913
-0.058,-0.203,0.912
-0.054,-0.204,0.911
-0.051,-0.204,0.912
-0.042,-0.208,0.912
-0.032,-0.208,0.912
-0.025,-0.211,0.912
-0.018,-0.213,0.915
-0.018,-0.216,0.919
-0.01,-0.22,0.921
-0.005,-0.22,0.923
0,-0.224,0.926
0.004,-0.229,0.926
0.005,-0.234,0.928
0.001,-0.238,0.928
-0.003,-0.238,0.929
-0.003,-0.24,0.932
-0.007,-0.24,0.933
-0.076,0.857,1.795
-0.081,1.487,2.244
-0.116,1.615,2.244
-0.203,1.098,2.306
-0.329,0.427,2.119
-0.451,-0.016,1.902
-0.451,-0.208,1.66
-0.536,-0.285,1.421
-0.555,-0.285,1.227
-0.506,-0.329,1.102
-0.413,-0.336,1.117
-0.3,-0.308,1.092
-0.179,-0.248,1.121
-0.179,-0.166,1.154
-0.058,-0.074,1.161
0.047,-0.074,1.132
0.122,0.019,1.069
0.163,0.103,1.069
0.179,0.163,0.99
0.176,0.208,0.928
0.158,0.238,0.892
0.158,0.244,0.858
0.123,0.244,0.82
0.087,0.228,0.78
0.065,0.187,0.655
0.053,0.142,0.747
0.048,0.103,0.736
0.048,0.065,0.751
0.048,0.047,0.783
0.039,0.047,0.81
0.017,0.055,0.836
0.001,0.075,0.868
-0.002,0.095,0.868
-0.006,0.103,0.898
-0.013,0.102,0.927
-0.013,0.094,0.947
-0.021,0.102,0.968
-0.035,0.102,1
-0.06,0.127,1.017
-0.093,0.141,1.017
-0.117,0.129,1.007
-0.127,0.103,0.996
-0.133,0.081,0.991
-0.133,0.059,0.996
-0.137,0.059,1.008
-0.146,0.032,1.02
-0.155,0.001,1.02
-0.153,-0.03,1.028
-0.14,-0.06,1.033
-0.119,-0.084,1.035
-0.119,-0.099,1.037
-0.097,-0.105,1.04
-0.078,-0.105,1.039
-0.061,-0.103,1.039
-0.047,-0.096,1.037
-0.035,-0.083,1.031
-0.026,-0.069,1.024
-0.026,-0.057,1.015
-0.02,-0.049,1.006
-0.012,-0.049,1.001
-0.002,-0.048,0.996
0.01,-0.053,0.996
0.022,-0.063,0.991
0.032,-0.074,0.987
0.04,-0.086,0.983
0.04,-0.101,0.981
0.047,-0.101,0.978
0.048,-0.113,0.975
0.045,-0.124,0.975
0.042,-0.134,0.972
0.04,-0.141,0.972
0.035,-0.148,0.975
0.035,-0.152,0.976
0.033,-0.15,0.979
0.031,-0.15,0.984
0.029,-0.148,0.984
0.024,-0.145,0.99
0.02,-0.144,0.994
0.018,-0.141,0.997
0.018,-0.139,1.003
0.015,-0.14,1.007
0.011,-0.14,1.011
0.009,-0.14,1.012
0.004,-0.138,1.012
0,-0.138,1.009
-0.006,-0.137,1.008
-0.012,-0.137,1.008
-0.012,-0.138,1.006
-0.017,-0.139,1
-0.022,-0.139,0.996
-0.025,-0.14,0.996
-0.029,-0.144,0.994
-0.031,-0.149,0.99
-0.029,-0.151,0.992
-0.029,-0.153,0.99
-0.028,-0.156,0.982
-0.025,-0.156,0.976
-0.023,-0.157,0.969
-0.023,-0.16,0.969
-0.023,-0.163,0.964
-0.026,-0.16,0.961
-0.028,-0.156,0.959
-0.028,-0.152,0.956
-0.027,-0.152,0.955
-0.027,-0.146,0.955
-0.026,-0.142,0.955
-0.022,-0.142,0.955
-0.018,-0.144,0.954
-0.013,-0.147,0.953
-0.013,-0.153,0.952
-0.008,-0.156,0.951
-0.006,-0.156,0.95
-0.005,-0.157,0.95
-0.005,-0.159,0.952
-0.006,-0.159,0.954
-0.005,-0.159,0.956
-0.005,-0.161,0.956
-0.005,-0.166,0.958
-0.006,-0.166,0.963
-0.179,0.974,1.636
-0.217,0.974,1.693
-0.285,0.735,1.693
-0.371,0.436,1.673
-0.452,0.275,1.663
-0.496,0.243,1.624
-0.496,0.226,1.547
-0.485,0.162,1.464
-0.432,0.037,1.387
-0.364,0.062,1.319
-0.299,-0.016,1.319
-0.235,-0.046,1.257
-0.171,-0.035,1.193
-0.114,0.006,1.121
-0.114,0.061,1.043
-0.064,0.108,0.967
-0.024,0.108,0.89
0.01,0.126,0.821
0.036,0.129,0.821
0.056,0.131,0.775
0.07,0.114,0.736
0.07,0.079,0.697
0.073,0.04,0.661
0.071,0.04,0.635
0.068,0.01,0.633
0.071,-0.005,0.633
0.081,-0.008,0.656
0.092,-0.001,0.693
0.103,0.013,0.743
0.103,0.024,0.798
0.113,0.024,0.842
0.112,0.032,0.883
0.102,0.047,0.883
0.076,0.08,0.932
0.019,0.113,0.969
-0.044,0.125,0.988
-0.044,0.112,0.994
-0.086,0.112,0.992
-0.104,0.089,0.991
-0.108,0.075,0.991
-0.111,0.071,1.002
-0.111,0.069,1.023
-0.101,0.056,1.05
-0.101,0.028,1.078
-0.081,-0.006,1.102
-0.066,-0.006,1.123
-0.058,-0.034,1.134
-0.056,-0.047,1.134
-0.062,-0.049,1.136
-0.075,-0.041,1.135
-0.075,-0.028,1.129
-0.092,-0.017,1.124
-0.105,-0.017,1.118
-0.115,-0.01,1.109
-0.118,-0.005,1.109
-0.117,-0.006,1.1
-0.109,-0.011,1.089
-0.1,-0.016,1.079
-0.1,-0.021,1.071
-0.09,-0.021,1.061
-0.079,-0.027,1.055
-0.069,-0.031,1.055
-0.062,-0.031,1.046
-0.057,-0.03,1.037
-0.052,-0.029,1.027
-0.052,-0.028,1.02
-0.049,-0.026,1.013
-0.043,-0.026,1.006
-0.037,-0.025,1.001
-0.032,-0.026,1.001
-0.026,-0.025,0.995
-0.021,-0.022,0.989
-0.021,-0.023,0.984
-0.02,-0.025,0.978
-0.02,-0.025,0.972
-0.021,-0.028,0.968
-0.024,-0.032,0.968
-0.029,-0.034,0.964
-0.034,-0.036,0.959
-0.037,-0.038,0.956
-0.037,-0.043,0.954
-0.042,-0.043,0.951
-0.046,-0.047,0.95
-0.049,-0.052,0.95
-0.052,-0.061,0.951
-0.056,-0.071,0.947
-0.058,-0.081,0.944
-0.058,-0.089,0.945
-0.059,-0.096,0.943
-0.057,-0.096,0.941
-0.054,-0.104,0.941
-0.049,-0.109,0.939
-0.043,-0.117,0.937
-0.037,-0.121,0.935
-0.037,-0.12,0.934
-0.03,-0.122,0.934
-0.024,-0.123,0.933
-0.018,-0.123,0.929
-0.013,-0.125,0.929
-0.01,-0.127,0.924
-0.008,-0.13,0.922
-0.003,-0.134,0.918
0,-0.14,0.915
0,-0.143,0.913
0.001,-0.143,0.909
0.003,-0.144,0.904
0.004,-0.143,0.904
0.007,-0.144,0.902
0.009,-0.149,0.9
0.009,-0.157,0.899
0.009,-0.167,0.9
0.009,-0.167,0.905
0.008,-0.179,0.91
0.004,-0.193,0.91
0.002,-0.204,0.915
0,-0.215,0.924
-0.005,-0.225,0.93
-0.005,-0.233,0.931
-0.009,-0.233,0.933
-0.157,0.771,1.775
-0.193,0.771,1.88
-0.258,0.647,1.88
-0.346,0.399,1.877
-0.431,0.203,1.858
-0.489,0.122,1.808
-0.489,0.108,1.692
-0.504,0.09,1.546
-0.477,0.09,1.427
-0.415,0.056,1.341
-0.337,0.014,1.341
-0.259,-0.006,1.266
-0.188,0.005,1.19
-0.188,0.032,1.115
-0.128,0.057,1.043
-0.074,0.057,0.974
-0.026,0.077,0.905
0,0.098,0.78
0.014,0.102,0.847
0.027,0.091,0.82
0.045,0.073,0.809
0.045,0.049,0.8
0.063,0.049,0.799
0.075,0.032,0.8
0.079,0.023,0.8
0.078,0.021,0.8
0.07,0.021,0.804
0.054,0.02,0.815
0.054,0.019,0.834
0.029,0.019,0.853
0,0.019,0.873
-0.027,0.017,0.898
-0.049,0.011,0.898
-0.062,0.005,0.924
-0.068,0.002,0.949
-0.068,0.014,0.972
-0.067,0.04,0.996
-0.069,0.04,1.016
-0.084,0.062,1.023
-0.104,0.064,1.023
-0.117,0.047,1.02
-0.121,0.027,1.017
-0.124,0.013,1.02
-0.124,0.005,1.026
-0.131,0.005,1.033
-0.14,0,1.037
-0.144,-0.007,1.037
-0.144,-0.017,1.039
-0.143,-0.022,1.039
-0.149,-0.021,1.034
-0.149,-0.017,1.023
-0.155,-0.012,1.017
-0.156,-0.012,1.012
-0.157,-0.005,1.012
-0.159,0,1.006
-0.158,0.003,1.002
-0.152,0.002,0.998
-0.152,-0.001,0.993
-0.143,-0.005,0.987
-0.135,-0.005,0.978
-0.127,-0.011,0.978
-0.121,-0.017,0.972
-0.113,-0.02,0.966
-0.107,-0.021,0.959
-0.104,-0.021,0.954
-0.104,-0.02,0.951
-0.102,-0.02,0.951
-0.1,-0.02,0.95
-0.099,-0.021,0.95
-0.098,-0.022,0.951
-0.095,-0.026,0.952
-0.091,-0.031,0.952
-0.091,-0.036,0.952
-0.088,-0.036,0.955
-0.087,-0.04,0.957
-0.086,-0.044,0.957
-0.085,-0.049,0.957
-0.087,-0.054,0.958
-0.089,-0.06,0.957
-0.089,-0.067,0.956
-0.089,-0.074,0.958
-0.089,-0.074,0.958
-0.091,-0.082,0.959
-0.092,-0.09,0.959
-0.087,-0.097,0.957
-0.085,-0.106,0.956
-0.083,-0.113,0.959
-0.083,-0.118,0.96
-0.081,-0.122,0.96
-0.081,-0.122,0.961
-0.079,-0.123,0.961
-0.077,-0.124,0.96
-0.077,-0.127,0.959
-0.076,-0.127,0.958
-0.076,-0.128,0.957
-0.074,-0.131,0.957
-0.074,-0.131,0.958
-0.07,-0.136,0.962
-0.067,-0.139,0.962
-0.066,-0.143,0.964
-0.065,-0.15,0.965
-0.066,-0.157,0.967
-0.066,-0.165,0.966
-0.065,-0.165,0.965
-0.064,-0.173,0.966
-0.063,-0.178,0.966
-0.063,-0.184,0.968
-0.063,-0.19,0.972
-0.063,-0.193,0.974
-0.063,-0.198,0.975
-0.061,-0.203,0.974
-0.059,-0.203,0.972
-0.055,-0.207,0.972
-0.053,-0.209,0.972
-0.051,-0.21,0.973
-0.049,-0.211,0.972
-0.051,-0.211,0.971
-0.051,-0.215,0.967
-0.053,-0.215,0.962
-0.195,0.594,1.476
-0.229,0.686,1.601
-0.281,0.622,1.571
-0.353,0.449,1.605
-0.424,0.28,1.627
-0.424,0.167,1.623
-0.482,0.097,1.569
-0.508,0.097,1.479
-0.503,0.043,1.383
-0.471,-0.005,1.383
-0.416,-0.036,1.303
-0.343,-0.038,1.241
-0.263,-0.009,1.191
-0.263,0.041,1.142
-0.185,0.092,1.089
-0.12,0.092,1.028
-0.068,0.129,0.903
-0.035,0.147,0.964
-0.017,0.148,0.904
-0.009,0.136,0.853
-0.009,0.121,0.821
-0.008,0.098,0.802
-0.003,0.098,0.787
0.004,0.065,0.787
0.016,0.035,0.785
0.027,0.012,0.793
0.041,-0.004,0.805
0.059,-0.008,0.83
0.059,-0.004,0.87
0.074,-0.004,0.914
0.079,-0.001,0.952
0.076,0,0.952
0.065,-0.006,0.981
0.047,-0.003,0.99
0.02,0.03,0.993
0.02,0.077,1.005
-0.022,0.077,1.014
-0.066,0.103,1.019
-0.094,0.097,1.019
-0.105,0.074,1.025
-0.118,0.058,1.038
-0.139,0.048,1.058
-0.139,0.032,1.079
-0.159,0.032,1.098
-0.169,0.006,1.112
-0.167,-0.022,1.237
-0.152,-0.046,1.126
-0.132,-0.058,1.141
-0.116,-0.058,1.152
-0.108,-0.049,1.159
-0.108,-0.035,1.159
-0.108,-0.035,1.151
-0.115,-0.023,1.139
-0.124,-0.013,1.139
-0.134,-0.006,1.125
-0.141,-0.001,1.113
-0.143,0.001,1.103
-0.143,-0.001,1.093
-0.143,-0.007,1.083
-0.138,-0.007,1.074
-0.131,-0.012,1.074
-0.121,-0.02,1.065
-0.112,-0.027,1.058
-0.103,-0.031,1.05
-0.103,-0.034,1.042
-0.096,-0.036,1.038
-0.09,-0.036,1.033
-0.086,-0.036,1.029
-0.079,-0.035,1.029
-0.073,-0.034,1.026
-0.07,-0.033,1.016
-0.069,-0.033,1.004
-0.069,-0.031,0.996
-0.069,-0.031,0.987
-0.071,-0.03,0.978
-0.074,-0.031,0.978
-0.075,-0.031,0.972
-0.076,-0.034,0.966
-0.079,-0.037,0.961
-0.079,-0.04,0.956
-0.082,-0.043,0.954
-0.081,-0.043,0.951
-0.081,-0.049,0.951
-0.081,-0.054,0.946
-0.078,-0.063,0.942
-0.076,-0.077,0.941
-0.076,-0.089,0.939
-0.073,-0.102,0.939
-0.07,-0.102,0.939
-0.064,-0.113,0.938
-0.06,-0.124,0.938
-0.056,-0.132,0.936
-0.053,-0.139,0.935
-0.053,-0.146,0.934
-0.051,-0.152,0.932
-0.048,-0.152,0.932
-0.046,-0.158,0.931
-0.046,-0.163,0.926
-0.044,-0.171,0.926
-0.042,-0.178,0.923
-0.043,-0.183,0.92
-0.043,-0.185,0.921
-0.044,-0.189,0.92
-0.044,-0.189,0.919
-0.045,-0.191,0.922
-0.045,-0.189,0.922
