aX,aY,aZ
-0.016,0.544,1.144
-0.023,0.551,1.135
-0.031,0.559,1.122
-0.031,0.563,1.111
-0.035,0.563,1.103
-0.033,0.561,1.096
-0.032,0.554,1.096
-0.03,0.544,1.09
-0.028,0.536,1.085
-0.027,0.53,1.08
-0.027,0.526,1.075
-0.026,0.527,1.071
-0.023,0.527,1.069
-0.017,0.528,1.069
-0.01,0.529,1.068
-0.002,0.533,1.067
0.003,0.537,1.07
0.003,0.541,1.069
0.008,0.545,1.068
0.011,0.545,1.07
0.013,0.548,1.07
0.016,0.55,1.07
0.02,0.553,1.072
0.023,0.557,1.074
0.025,0.561,1.072
0.025,0.565,1.071
0.024,0.565,1.074
0.023,0.569,1.074
0.019,0.568,1.074
0.015,0.566,1.073
0.013,0.563,1.07
0.013,0.558,1.065
0.013,0.551,1.061
0.015,0.551,1.056
0.019,0.545,1.053
0.023,0.54,1.053
0.029,0.534,1.052
0.035,0.529,1.05
0.04,0.527,1.046
0.04,0.527,1.043
0.044,0.529,1.042
0.05,0.529,1.044
0.054,0.531,1.044
0.054,0.533,1.048
0.055,0.533,1.053
0.054,0.533,1.058
0.054,0.533,1.061
0.054,0.532,1.061
0.052,0.532,1.064
0.045,0.53,1.063
0.041,0.528,1.063
0.038,0.527,1.058
0.036,0.525,1.051
0.035,0.524,1.044
0.035,0.521,1.038
0.035,0.521,1.035
0.034,0.516,1.035
0.034,0.508,1.035
0.031,0.503,1.035
0.029,0.497,1.036
0.03,0.493,1.037
0.03,0.491,1.039
0.029,0.491,1.041
0.023,0.489,1.044
0.02,0.486,1.044
0.021,0.483,1.049
0.021,0.482,1.054
0.022,0.478,1.053
0.022,0.473,1.049
0.021,0.469,1.043
0.021,0.469,1.038
0.02,0.467,1.038
0.025,0.465,1.032
0.033,0.465,1.024
0.038,0.468,1.017
0.038,0.471,1.011
0.047,0.473,1.003
0.056,0.473,0.998
0.062,0.475,0.998
0.069,0.474,0.997
0.075,0.472,0.993
0.081,0.473,0.988
0.081,0.473,0.983
0.088,0.474,0.981
0.094,0.474,0.98
0.098,0.477,0.979
0.102,0.479,0.979
0.107,0.478,0.98
0.107,0.474,0.98
0.107,0.47,0.981
0.107,0.467,0.987
0.328,0.451,1.308
0.306,0.462,1.341
0.284,0.462,1.368
0.251,0.474,1.368
0.22,0.476,1.388
0.194,0.458,1.407
0.164,0.424,1.421
0.164,0.376,1.424
0.129,0.317,1.416
0.088,0.317,1.4
0.049,0.256,1.4
0.013,0.203,1.385
-0.03,0.149,1.368
-0.086,0.102,1.342
-0.147,0.067,1.3
-0.147,0.049,1.259
-0.201,0.049,1.23
-0.245,0.052,1.204
-0.278,0.063,1.204
-0.289,0.074,1.191
-0.291,0.085,1.165
-0.302,0.097,1.103
-0.302,0.105,1.035
-0.315,0.114,0.98
-0.323,0.114,0.933
-0.324,0.118,0.933
-0.31,0.105,0.896
-0.285,0.093,0.881
-0.25,0.081,0.884
-0.25,0.056,0.896
-0.207,0.022,0.905
-0.167,-0.103,0.911
-0.138,-0.017,0.917
-0.118,-0.048,0.917
-0.1,-0.064,0.923
-0.086,-0.078,0.928
-0.079,-0.09,0.927
-0.079,-0.1,0.92
-0.076,-0.1,0.906
-0.075,-0.112,0.887
-0.066,-0.122,0.887
-0.061,-0.133,0.863
-0.063,-0.143,0.834
-0.07,-0.152,0.808
-0.07,-0.168,0.782
-0.077,-0.191,0.757
-0.084,-0.191,0.74
-0.085,-0.216,0.74
-0.076,-0.242,0.729
-0.064,-0.268,0.718
-0.054,-0.287,0.712
-0.039,-0.306,0.715
-0.039,-0.332,0.727
-0.015,-0.332,0.739
0.01,-0.362,0.748
0.026,-0.4,0.748
0.031,-0.435,0.744
0.029,-0.457,0.733
0.024,-0.481,0.713
0.024,-0.493,0.682
0.02,-0.498,0.654
0.017,-0.498,0.627
0.015,-0.507,0.601
0.01,-0.518,0.601
0.006,-0.531,0.581
0.012,-0.545,0.571
0.012,-0.561,0.564
0.027,-0.578,0.552
0.041,-0.578,0.537
0.049,-0.595,0.521
0.054,-0.609,0.521
0.065,-0.622,0.508
0.08,-0.636,0.504
0.08,-0.651,0.507
0.094,-0.665,0.512
0.103,-0.673,0.514
0.105,-0.673,0.512
0.101,-0.68,0.512
0.099,-0.686,0.508
0.102,-0.688,0.509
0.112,-0.689,0.511
0.112,-0.687,0.513
0.126,-0.68,0.515
0.136,-0.68,0.507
0.14,-0.675,0.504
0.143,-0.668,0.504
0.147,-0.658,0.508
0.145,-0.652,0.502
0.141,-0.654,0.487
0.141,-0.661,0.468
0.136,-0.661,0.447
0.134,-0.671,0.421
0.13,-0.687,0.421
0.126,-0.708,0.396
0.123,-0.731,0.37
0.125,-0.752,0.346
0.125,-0.771,0.325
0.128,-0.789,0.305
0.131,-0.789,0.294
0.138,-0.804,0.287
0.147,-0.814,0.287
0.159,-0.822,0.289
0.168,-0.824,0.298
0.168,-0.818,0.307
0.175,-0.81,0.316
0.182,-0.81,0.322
0.185,-0.797,0.326
0.186,-0.782,0.326
0.184,-0.768,0.327
0.182,-0.756,0.328
0.181,-0.751,0.331
0.181,-0.749,0.337
0.18,-0.756,0.344
0.181,-0.756,0.352
0.183,-0.77,0.352
0.186,-0.783,0.36
0.188,-0.795,0.367
0.189,-0.802,0.381
0.189,-0.804,0.395
-0.075,0.686,1.267
-0.092,0.735,1.263
-0.087,0.757,1.274
-0.063,0.759,1.294
-0.063,0.75,1.318
-0.032,0.732,1.34
-0.002,0.732,1.358
0.018,0.706,1.369
0.031,0.67,1.369
0.034,0.634,1.376
0.035,0.607,1.38
0.035,0.586,1.374
0.033,0.577,1.362
0.024,0.577,1.346
0.011,0.572,1.331
0.001,0.57,1.331
-0.002,0.571,1.312
-0.005,0.571,1.294
-0.011,0.57,1.278
-0.011,0.568,1.254
-0.019,0.568,1.23
-0.029,0.564,1.206
-0.043,0.559,1.206
-0.054,0.552,1.185
-0.059,0.54,1.167
-0.062,0.527,1.149
-0.062,0.513,1.136
-0.06,0.5,1.126
-0.056,0.5,1.12
-0.048,0.489,1.117
-0.04,0.483,1.117
-0.035,0.481,1.115
-0.032,0.482,1.111
-0.029,0.48,1.107
-0.029,0.474,1.099
-0.022,0.474,1.092
-0.013,0.471,1.083
-0.007,0.472,1.083
-0.003,0.477,1.074
0,0.484,1.065
0,0.489,1.057
-0.124,0.493,1.048
-0.002,0.497,1.038
-0.006,0.497,1.023
-0.007,0.497,1.01
-0.005,0.496,1.01
0.002,0.496,0.994
0.01,0.493,0.974
0.022,0.487,0.958
0.022,0.479,0.946
0.036,0.479,0.935
0.05,0.47,0.925
0.062,0.462,0.925
0.074,0.455,0.914
0.082,0.451,0.902
0.084,0.447,0.895
0.084,0.444,0.894
0.087,0.444,0.897
0.092,0.44,0.906
0.097,0.434,0.906
0.101,0.427,0.918
0.102,0.424,0.929
0.101,0.421,0.942
0.101,0.42,0.951
0.097,0.42,0.959
0.087,0.421,0.971
0.076,0.421,0.971
0.066,0.423,0.985
0.059,0.427,1
0.054,0.43,1.01
0.054,0.434,1.017
0.049,0.437,1.022
0.045,0.437,1.027
0.042,0.441,1.027
0.039,0.448,1.036
0.036,0.453,1.043
0.036,0.455,1.047
0.036,0.456,1.053
0.037,0.455,1.057
0.035,0.455,1.058
0.033,0.455,1.058
0.031,0.456,1.058
0.029,0.455,1.057
0.027,0.453,1.055
0.026,0.452,1.051
0.026,0.451,1.048
0.027,0.451,1.045
0.029,0.451,1.043
0.03,0.45,1.043
0.029,0.451,1.041
0.032,0.452,1.038
0.036,0.455,1.034
0.036,0.46,1.028
0.037,0.46,1.025
0.038,0.466,1.024
0.04,0.473,1.024
0.041,0.482,1.024
0.043,0.488,1.025
0.043,0.492,1.024
0.043,0.497,1.022
0.043,0.501,1.02
0.044,0.501,1.021
0.046,0.501,1.021
0.049,0.501,1.022
0.05,0.501,1.019
0.052,0.499,1.017
0.052,0.495,1.018
0.052,0.492,1.023
0.052,0.492,1.025
0.052,0.49,1.028
0.05,0.487,1.028
0.048,0.486,1.035
0.046,0.487,1.038
0.045,0.487,1.04
0.045,0.487,1.044
0.044,0.487,1.052
0.045,0.488,1.059
0.048,0.489,1.059
0.05,0.49,1.066
0.072,0.543,1.403
0.072,0.532,1.403
0.071,0.515,1.414
0.061,0.498,1.42
0.046,0.485,1.424
0.046,0.473,1.424
0.036,0.453,1.421
0.029,0.453,1.414
0.022,0.428,1.401
0.008,0.405,1.401
-0.01,0.38,1.382
-0.024,0.354,1.358
-0.024,0.327,1.334
-0.032,0.304,1.309
-0.037,0.304,1.285
-0.041,0.283,1.266
-0.044,0.265,1.266
-0.044,0.253,1.247
-0.038,0.245,1.232
-0.028,0.239,1.223
-0.028,0.234,1.215
-0.015,0.231,1.212
0.005,0.231,1.215
0.021,0.238,1.215
0.037,0.251,1.213
0.058,0.264,1.206
0.081,0.275,1.198
0.081,0.289,1.191
0.099,0.305,1.183
0.112,0.305,1.175
0.117,0.319,1.175
0.116,0.33,1.161
0.109,0.336,1.14
0.099,0.333,1.118
0.092,0.323,1.093
0.092,0.305,1.063
0.08,0.305,1.024
0.06,0.285,0.98
0.039,0.268,0.98
0.017,0.251,0.938
0.002,0.232,0.899
-0.009,0.218,0.866
-0.009,0.208,0.838
-0.019,0.208,0.818
-0.019,0.194,0.796
-0.009,0.175,0.796
-0.007,0.154,0.77
-0.01,0.137,0.75
-0.009,0.122,0.738
-0.009,0.105,0.729
-0.005,0.085,0.723
0.007,0.085,0.715
0.02,0.061,0.715
0.03,0.032,0.708
0.036,0.002,0.704
0.043,-0.032,0.705
0.043,-0.073,0.709
0.056,-0.112,0.714
0.065,-0.112,0.716
0.06,-0.154,0.713
0.043,-0.203,0.713
0.024,-0.253,0.706
0.011,-0.289,0.698
0.002,-0.319,0.694
0.002,-0.36,0.685
-0.011,-0.485,0.671
-0.022,-0.398,0.664
-0.027,-0.424,0.664
-0.034,-0.444,0.664
-0.041,-0.461,0.666
-0.044,-0.482,0.671
-0.044,-0.497,0.674
-0.044,-0.504,0.676
-0.047,-0.504,0.673
-0.051,-0.512,0.673
-0.048,-0.523,0.668
-0.039,-0.537,0.662
-0.031,-0.555,0.651
-0.031,-0.573,0.633
-0.025,-0.59,0.615
-0.02,-0.59,0.594
-0.011,-0.605,0.575
0.001,-0.622,0.575
0.018,-0.637,0.563
0.041,-0.65,0.549
0.065,-0.662,0.536
0.065,-0.67,0.529
0.084,-0.67,0.52
0.094,-0.671,0.514
0.105,-0.668,0.506
0.117,-0.667,0.506
0.128,-0.671,0.496
0.139,-0.68,0.484
0.139,-0.689,0.466
0.145,-0.696,0.444
0.149,-0.696,0.422
0.154,-0.709,0.401
0.156,-0.724,0.401
0.155,-0.737,0.38
0.148,-0.756,0.356
0.143,-0.774,0.34
0.143,-0.792,0.336
0.142,-0.792,0.333
0.14,-0.809,0.334
0.137,-0.823,0.334
0.134,-0.836,0.34
0.136,-0.847,0.348
0.142,-0.853,0.361
0.142,-0.854,0.381
0.151,-0.85,0.401
0.159,-0.85,0.417
0.165,-0.844,0.432
0.173,-0.834,0.432
0.178,-0.819,0.443
0.185,-0.802,0.449
0.196,-0.78,0.454
0.196,-0.756,0.461
0.204,-0.734,0.471
0.211,-0.734,0.481
-0.104,0.738,1.297
-0.128,0.678,1.311
-0.12,0.701,1.311
-0.076,0.697,1.346
-0.015,0.686,1.392
0.045,0.673,1.442
0.045,0.653,1.484
0.094,0.624,1.515
0.126,0.624,1.536
0.143,0.592,1.544
0.145,0.564,1.544
0.131,0.551,1.541
0.102,0.557,1.528
0.066,0.575,1.515
0.066,0.589,1.504
0.039,0.589,1.499
0.03,0.588,1.491
0.037,0.573,1.491
0.047,0.556,1.476
0.052,0.544,1.448
0.048,0.539,1.408
0.048,0.538,1.366
0.032,0.538,1.33
0.011,0.533,1.298
-0.011,0.528,1.298
-0.028,0.523,1.277
-0.037,0.517,1.263
-0.04,0.512,1.251
-0.038,0.508,1.243
-0.038,0.499,1.239
-0.03,0.499,1.231
-0.017,0.488,1.22
-0.005,0.479,1.22
0.003,0.472,1.205
0.009,0.467,1.186
0.016,0.461,1.168
0.016,0.454,1.149
0.023,0.454,1.128
0.029,0.447,1.107
0.036,0.438,1.107
0.044,0.433,1.087
0.048,0.429,1.068
0.047,0.428,1.049
0.047,0.427,1.033
0.044,0.424,1.018
0.04,0.424,1.006
0.036,0.421,0.881
0.032,0.418,0.994
0.025,0.417,0.983
0.018,0.421,0.972
0.018,0.426,0.962
0.011,0.429,0.955
0.007,0.429,0.951
0.005,0.43,0.951
0.007,0.427,0.95
0.014,0.421,0.952
0.021,0.413,0.956
0.021,0.402,0.962
0.03,0.393,0.971
0.041,0.393,0.978
0.052,0.385,0.985
0.061,0.378,0.985
0.064,0.375,0.989
0.064,0.372,0.988
0.063,0.372,0.989
0.063,0.373,0.99
0.064,0.373,0.991
0.064,0.373,0.992
0.064,0.375,0.992
0.062,0.377,0.992
0.061,0.377,0.991
0.056,0.376,0.987
0.056,0.377,0.98
0.052,0.377,0.972
0.051,0.377,0.965
0.052,0.376,0.965
0.054,0.375,0.964
0.057,0.375,0.965
0.06,0.373,0.969
0.06,0.373,0.973
0.062,0.498,0.978
0.063,0.376,0.987
0.063,0.381,0.994
0.062,0.382,0.994
0.06,0.383,1.002
0.059,0.386,1.01
0.059,0.39,1.02
0.061,0.391,1.028
0.061,0.391,1.032
0.059,0.391,1.032
0.056,0.393,1.032
0.05,0.397,1.032
0.043,0.399,1.032
0.043,0.402,1.03
0.038,0.407,1.029
0.034,0.407,1.025
0.031,0.411,1.023
0.03,0.416,1.023
0.03,0.418,1.023
0.03,0.417,1.023
0.032,0.417,1.025
0.032,0.418,1.026
0.035,0.419,1.026
0.035,0.419,1.025
0.037,0.423,1.025
0.041,0.424,1.025
0.041,0.423,1.028
0.041,0.422,1.03
0.041,0.421,1.03
0.042,0.418,1.029
0.043,0.418,1.029
0.041,0.417,1.029
0.039,0.418,1.03
0.037,0.417,1.029
0.036,0.416,1.027
0.036,0.416,1.029
0.035,0.417,1.029
0.034,0.417,1.032
0.032,0.416,1.035
0.099,0.5,1.385
0.093,0.492,1.397
0.093,0.485,1.401
0.084,0.478,1.399
0.071,0.478,1.394
0.055,0.47,1.389
0.038,0.459,1.389
0.022,0.445,1.383
0.01,0.427,1.377
0.01,0.406,1.369
0.002,0.386,1.362
-0.005,0.386,1.357
-0.013,0.37,1.349
-0.023,0.356,1.349
-0.034,0.341,1.343
-0.035,0.327,1.341
-0.035,0.314,1.335
-0.026,0.304,1.329
-0.015,0.304,1.325
-0.003,0.297,1.321
0.009,0.293,1.321
0.019,0.289,1.313
0.026,0.286,1.297
0.031,0.286,1.278
0.031,0.283,1.261
0.036,0.281,1.244
0.042,0.281,1.227
0.055,0.281,1.227
0.069,0.28,1.211
0.082,0.279,1.196
0.093,0.283,1.182
0.093,0.287,1.169
0.099,0.292,1.155
0.102,0.292,1.145
0.105,0.299,1.139
0.111,0.306,1.139
0.123,0.312,1.133
0.135,0.312,1.124
0.146,0.307,1.115
0.146,0.3,1.106
0.153,0.3,1.088
0.152,0.291,1.063
0.145,0.284,1.063
0.139,0.276,1.034
0.132,0.26,1.003
0.125,0.237,0.968
0.125,0.213,0.931
0.117,0.189,0.895
0.104,0.189,0.859
0.093,0.163,0.859
0.086,0.138,0.828
0.081,0.115,0.803
0.07,0.091,0.781
0.07,0.065,0.758
0.056,0.038,0.737
0.041,0.038,0.718
0.022,0.005,0.697
0,-0.044,0.697
-0.018,-0.095,0.675
-0.025,-0.131,0.657
-0.025,-0.175,0.635
-0.029,-0.225,0.602
-0.035,-0.225,0.573
-0.041,-0.264,0.555
-0.042,-0.296,0.555
-0.035,-0.329,0.55
-0.023,-0.362,0.556
-0.012,-0.389,0.57
-0.012,-0.409,0.585
0,-0.429,0.596
0.012,-0.429,0.6
0.022,-0.449,0.6
0.027,-0.468,0.595
0.028,-0.486,0.584
0.032,-0.515,0.574
0.032,-0.544,0.562
0.033,-0.541,0.551
0.033,-0.541,0.545
0.045,-0.529,0.539
0.057,-0.525,0.539
0.064,-0.522,0.534
0.073,-0.523,0.529
0.083,-0.532,0.525
0.083,-0.546,0.522
0.089,-0.562,0.518
0.093,-0.562,0.516
0.1,-0.577,0.516
0.109,-0.59,0.519
0.123,-0.602,0.529
0.138,-0.613,0.539
0.138,-0.624,0.548
0.154,-0.634,0.559
0.167,-0.634,0.566
0.174,-0.64,0.568
0.174,-0.644,0.568
0.174,-0.646,0.566
0.178,-0.647,0.566
0.183,-0.651,0.567
0.183,-0.656,0.565
0.19,-0.656,0.562
0.195,-0.66,0.558
0.193,-0.661,0.555
0.186,-0.659,0.555
0.18,-0.658,0.55
0.173,-0.659,0.541
0.173,-0.663,0.533
0.165,-0.666,0.525
0.16,-0.666,0.52
0.156,-0.671,0.515
0.156,-0.678,0.515
0.157,-0.686,0.508
0.16,-0.694,0.502
0.167,-0.703,0.498
0.167,-0.713,0.494
0.174,-0.713,0.487
0.183,-0.724,0.481
0.197,-0.732,0.481
0.211,-0.739,0.477
0.225,-0.745,0.478
0.241,0.577,1.218
0.252,0.584,1.219
0.252,0.587,1.217
0.264,0.588,1.208
0.268,0.588,1.194
0.262,0.591,1.175
0.248,0.599,1.175
0.234,0.61,1.157
0.228,0.62,1.141
0.227,0.631,1.124
0.227,0.641,1.107
0.228,0.641,1.096
0.233,0.649,1.089
0.24,0.651,1.089
0.251,0.648,1.084
0.262,0.64,1.087
0.272,0.63,1.094
0.272,0.618,1.102
0.28,0.609,1.109
0.284,0.609,1.115
0.286,0.605,1.115
0.285,0.605,1.118
0.275,0.608,1.123
0.259,0.612,1.126
0.259,0.622,1.125
0.236,0.637,1.121
0.209,0.637,1.117
0.186,0.652,1.117
0.166,0.665,1.117
0.149,0.674,1.12
0.133,0.678,1.124
0.008,0.676,1.125
0.117,0.669,1.121
0.102,0.669,1.112
0.091,0.658,1.1
0.085,0.646,1.1
0.084,0.634,1.086
0.088,0.622,1.073
0.095,0.612,1.063
0.095,0.603,1.057
0.102,0.603,1.052
0.109,0.594,1.046
0.116,0.586,1.046
0.118,0.58,1.038
0.118,0.58,1.029
0.118,0.582,1.019
0.118,0.586,1.013
0.118,0.591,1.013
0.118,0.591,1.017
0.123,0.598,1.017
0.132,0.602,1.022
0.139,0.603,1.027
0.146,0.604,1.031
0.146,0.606,1.041
0.153,0.605,1.055
0.159,0.605,1.068
0.166,0.605,1.084
0.174,0.609,1.084
0.184,0.613,1.098
0.191,0.619,1.108
0.19,0.627,1.111
0.19,0.634,1.105
0.183,0.634,1.09
0.174,0.643,1.07
0.157,0.651,1.07
0.135,0.655,1.046
0.109,0.661,1.015
0.088,0.666,0.981
0.088,0.667,0.955
0.075,0.661,0.936
0.069,0.661,0.928
0.07,0.651,0.928
0.078,0.637,0.93
0.089,0.619,0.94
0.101,0.598,0.952
0.101,0.583,0.957
0.111,0.578,0.958
0.121,0.578,0.964
0.133,0.584,0.981
0.149,0.593,0.981
0.168,0.597,1.01
0.183,0.594,1.043
0.188,0.588,1.064
0.188,0.585,1.071
0.179,0.585,1.071
0.163,0.593,1.064
0.145,0.609,1.064
0.128,0.627,1.055
0.118,0.644,1.05
0.116,0.655,1.053
0.116,0.653,1.064
0.118,0.653,1.076
0.121,0.639,1.087
0.123,0.619,1.087
0.122,0.596,1.097
0.116,0.576,1.103
0.106,0.562,1.109
0.106,0.555,1.112
0.096,0.554,1.118
0.089,0.554,1.122
0.086,0.556,1.123
0.087,0.555,1.123
0.091,0.555,1.124
0.095,0.557,1.123
0.095,0.559,1.122
0.098,0.559,1.123
0.101,0.559,1.123
0.103,0.559,1.118
0.109,0.558,1.118
0.112,0.554,1.112
0.112,0.546,1.105
0.113,0.536,1.094
0.113,0.529,1.082
0.112,0.521,1.068
0.109,0.521,1.053
0.106,0.512,1.053
0.104,0.504,1.04
0.104,0.498,1.03
0.104,0.496,1.021
0.183,0.589,1.24
0.18,0.592,1.248
0.175,0.596,1.255
0.175,0.595,1.264
0.173,0.59,1.271
0.17,0.59,1.269
0.163,0.587,1.267
0.155,0.578,1.267
0.151,0.565,1.267
0.15,0.548,1.266
0.15,0.526,1.262
0.148,0.5,1.254
0.145,0.5,1.243
0.146,0.471,1.231
0.147,0.446,1.231
0.143,0.427,1.217
0.138,0.412,1.204
0.135,0.401,1.199
0.135,0.388,1.189
0.132,0.388,1.178
0.13,0.377,1.17
0.13,0.366,1.17
0.132,0.359,1.158
0.13,0.355,1.145
0.131,0.35,1.135
0.131,0.343,1.131
0.142,0.339,1.132
0.155,0.339,1.133
0.169,0.337,1.135
0.182,0.335,1.135
0.191,0.333,1.141
0.201,0.332,1.151
0.214,0.328,1.164
0.214,0.324,1.174
0.224,0.324,1.182
0.228,0.324,1.189
0.226,0.327,1.189
0.213,0.33,1.19
0.198,0.335,1.189
0.187,0.337,1.189
0.187,0.333,1.189
0.18,0.333,1.189
0.175,0.327,1.193
0.177,0.319,1.193
0.183,0.311,1.199
0.188,0.304,1.203
0.189,0.3,1.206
0.189,0.297,1.206
0.185,0.297,1.2
0.178,0.296,1.187
0.166,0.297,1.171
0.154,0.297,1.171
0.143,0.297,1.155
0.131,0.293,1.138
0.125,0.286,1.121
0.125,0.275,1.106
0.122,0.275,1.094
0.121,0.262,1.081
0.12,0.247,1.081
0.113,0.237,1.07
0.104,0.226,1.064
0.096,0.213,1.057
0.096,0.201,1.047
0.088,0.201,1.035
0.079,0.189,1.021
0.07,0.173,1.021
0.062,0.155,1.003
0.057,0.136,0.983
0.051,0.116,0.957
0.051,0.09,0.926
0.04,0.066,0.891
0.025,0.066,0.855
0.013,0.051,0.855
0.002,0.028,0.817
-0.004,-0.007,0.779
-0.005,-0.051,0.75
-0.005,-0.114,0.719
-0.01,-0.179,0.684
-0.018,-0.179,0.65
-0.024,-0.22,0.61
-0.025,-0.257,0.61
-0.02,-0.3,0.562
-0.016,-0.335,0.519
-0.016,-0.364,0.487
-0.009,-0.393,0.471
-0.002,-0.393,0.473
0.005,-0.429,0.482
0.02,-0.464,0.482
0.039,-0.496,0.489
0.052,-0.525,0.49
0.061,-0.547,0.479
0.061,-0.564,0.46
0.066,-0.577,0.44
0.07,-0.577,0.42
0.073,-0.593,0.42
0.078,-0.612,0.405
0.086,-0.64,0.397
0.102,-0.699,0.399
0.11,-0.734,0.403
0.11,-0.727,0.402
0.111,-0.727,0.416
0.122,-0.727,0.44
0.138,-0.725,0.44
0.152,-0.725,0.455
0.168,-0.73,0.469
0.185,-0.735,0.479
0.185,-0.743,0.483
0.194,-0.755,0.479
0.197,-0.755,0.468
0.2,-0.763,0.458
0.197,-0.766,0.458
0.195,-0.763,0.448
0.193,-0.757,0.435
0.193,-0.751,0.422
0.192,-0.743,0.41
0.192,-0.743,0.402
0.195,-0.736,0.396
0.201,-0.732,0.396
0.206,-0.73,0.394
0.21,0.544,1.32
0.229,0.544,1.343
0.246,0.564,1.366
0.261,0.581,1.366
0.27,0.592,1.389
0.27,0.605,1.406
0.267,0.616,1.414
0.267,0.624,1.415
0.255,0.624,1.405
0.234,0.631,1.384
0.207,0.64,1.384
0.179,0.643,1.353
0.154,0.64,1.321
0.134,0.633,1.291
0.134,0.62,1.267
0.121,0.62,1.25
0.113,0.606,1.24
0.109,0.592,1.24
0.108,0.578,1.233
0.109,0.566,1.226
0.107,0.556,1.219
0.107,0.552,1.211
0.102,0.558,1.205
0.1,0.558,1.198
0.097,0.573,1.198
0.1,0.59,1.191
0.114,0.597,1.19
0.136,0.597,1.198
0.161,0.597,1.209
0.161,0.598,1.218
0.181,0.598,1.223
0.192,0.598,1.222
0.196,0.6,1.222
0.191,0.605,1.216
0.182,0.609,1.205
0.17,0.612,1.192
0.17,0.613,1.179
0.163,0.613,1.166
0.154,0.609,1.154
0.146,0.606,1.154
0.144,0.601,1.14
0.141,0.592,1.13
0.142,0.583,1.123
0.142,0.572,1.117
0.148,0.562,1.109
0.147,0.562,1.104
0.145,0.557,1.099
0.145,0.555,1.099
0.144,0.557,1.092
0.142,0.563,1.082
0.142,0.57,1.075
0.14,0.576,1.069
0.137,0.576,1.064
0.137,0.583,1.06
0.139,0.586,1.06
0.135,0.587,1.057
0.126,0.589,1.051
0.119,0.586,1.041
0.119,0.581,1.03
0.111,0.581,1.015
0.102,0.575,1
0.094,0.569,0.875
0.087,0.56,0.987
0.084,0.548,0.978
0.087,0.533,0.971
0.087,0.518,0.965
0.093,0.518,0.963
0.103,0.504,0.964
0.116,0.491,0.966
0.124,0.483,0.966
0.128,0.482,0.968
0.131,0.484,0.971
0.133,0.489,0.975
0.133,0.501,0.979
0.135,0.501,0.982
0.138,0.509,0.985
0.14,0.512,0.985
0.139,0.516,0.986
0.139,0.517,0.986
0.139,0.517,0.988
0.139,0.518,0.99
0.135,0.518,0.99
0.13,0.517,0.99
0.123,0.512,0.99
0.121,0.509,0.992
0.122,0.506,0.995
0.119,0.504,0.999
0.119,0.5,1.002
0.119,0.497,1.006
0.119,0.497,1.011
0.119,0.497,1.011
0.121,0.497,1.011
0.123,0.498,1.016
0.123,0.501,1.02
0.123,0.502,1.021
0.122,0.503,1.025
0.123,0.503,1.027
0.12,0.503,1.027
0.115,0.501,1.027
0.112,0.494,1.028
0.109,0.488,1.024
0.103,0.482,1.02
0.103,0.473,1.019
0.098,0.473,1.018
0.096,0.468,1.016
0.094,0.462,1.016
0.091,0.458,1.016
0.089,0.454,1.015
0.087,0.453,1.014
0.087,0.456,1.013
0.09,0.456,1.014
0.094,0.46,1.017
0.095,0.461,1.017
0.097,0.462,1.02
0.099,0.467,1.02
0.1,0.47,1.02
0.1,0.47,1.022
0.102,0.469,1.024
0.104,0.469,1.023
0.265,0.497,1.264
0.257,0.516,1.256
0.244,0.516,1.244
0.229,0.529,1.244
0.215,0.536,1.232
0.203,0.539,1.22
0.192,0.537,1.204
0.178,0.531,1.184
0.178,0.524,1.162
0.163,0.524,1.144
0.154,0.512,1.131
0.148,0.501,1.131
0.145,0.486,1.119
0.144,0.467,1.11
0.149,0.449,1.104
0.149,0.437,1.104
0.164,0.437,1.109
0.183,0.431,1.118
0.198,0.431,1.242
0.208,0.435,1.126
0.216,0.443,1.134
0.22,0.456,1.139
0.22,0.47,1.141
0.221,0.483,1.141
0.22,0.483,1.138
0.218,0.495,1.131
0.215,0.507,1.131
0.216,0.517,1.122
0.219,0.526,1.114
0.219,0.53,1.106
0.222,0.532,1.102
0.227,0.532,1.103
0.229,0.534,1.104
0.227,0.533,1.104
0.224,0.53,1.1
0.218,0.526,1.094
0.211,0.523,1.088
0.211,0.521,1.079
0.204,0.521,1.07
0.199,0.52,1.063
0.194,0.517,1.063
0.184,0.512,1.055
0.173,0.508,1.039
0.162,0.502,1.022
0.162,0.496,1.012
0.151,0.496,1.006
0.145,0.493,1.003
0.138,0.492,1.003
0.13,0.488,0.999
0.129,0.482,0.999
0.13,0.477,1.001
0.13,0.473,1.001
0.132,0.471,1
0.137,0.471,0.999
0.143,0.471,1.001
0.152,0.472,1.001
0.16,0.475,1.003
0.166,0.477,1.006
0.166,0.481,1.008
0.168,0.482,1.007
0.166,0.482,1.005
0.165,0.484,1
0.166,0.486,1
0.168,0.486,0.999
0.173,0.487,1
0.175,0.489,1.002
0.175,0.491,0.999
0.176,0.491,0.994
0.173,0.492,0.989
0.172,0.49,0.989
0.176,0.489,0.989
0.176,0.487,0.989
0.167,0.483,0.984
0.167,0.482,0.974
0.154,0.481,0.96
0.143,0.481,0.952
0.139,0.474,0.952
0.142,0.468,0.951
0.153,0.465,0.954
0.163,0.456,0.955
0.163,0.451,0.954
0.174,0.45,0.954
0.184,0.45,0.953
0.192,0.453,0.952
0.196,0.458,0.952
0.199,0.464,0.953
0.199,0.47,0.952
0.198,0.474,0.952
