aX,aY,aZ
0.154,0.381,1.019
0.154,0.379,1.001
0.168,0.379,0.988
0.185,0.377,0.975
0.202,0.374,0.975
0.214,0.368,0.959
0.219,0.364,0.946
0.218,0.358,0.931
0.218,0.349,0.916
0.213,0.349,0.904
0.205,0.335,0.889
0.191,0.31,0.764
0.168,0.276,0.867
0.143,0.231,0.84
0.12,0.174,0.806
0.12,0.12,0.773
0.1,0.12,0.736
0.081,0.069,0.687
0.058,0.023,0.643
0.038,-0.015,0.643
0.027,-0.055,0.61
0.018,-0.1,0.586
0.018,-0.151,0.575
0.009,-0.215,0.572
0.008,-0.215,0.57
0.01,-0.285,0.563
0.008,-0.351,0.563
0.007,-0.409,0.547
0.005,-0.449,0.527
0.009,-0.519,0.51
0.009,-0.638,0.502
0.015,-0.638,0.498
-0.003,-0.669,0.523
-0.002,-0.585,0.523
0.027,-0.523,0.559
0.037,-0.508,0.562
0.038,-0.493,0.543
0.038,-0.482,0.519
0.052,-0.496,0.501
0.072,-0.496,0.48
0.083,-0.527,0.48
0.09,-0.564,0.461
0.094,-0.599,0.447
0.104,-0.618,0.443
0.104,-0.623,0.444
0.125,-0.623,0.437
0.142,-0.623,0.416
0.148,-0.625,0.407
0.16,-0.627,0.407
0.179,-0.633,0.412
0.188,-0.645,0.408
0.196,-0.655,0.409
0.196,-0.661,0.412
0.211,-0.661,0.413
0.224,-0.666,0.414
0.233,-0.675,0.414
0.242,-0.686,0.415
0.25,-0.695,0.414
0.257,-0.702,0.413
0.257,-0.706,0.412
0.261,-0.708,0.412
0.26,-0.708,0.417
0.259,-0.711,0.425
0.258,-0.716,0.425
0.255,-0.721,0.433
0.253,-0.726,0.441
0.249,-0.727,0.449
0.249,-0.725,0.456
0.243,-0.725,0.463
0.237,-0.721,0.466
0.179,0.375,1.359
0.184,0.376,1.366
0.183,0.378,1.362
0.175,0.381,1.35
0.175,0.377,1.335
0.164,0.369,1.312
0.153,0.369,1.282
0.137,0.357,1.25
0.115,0.338,1.25
0.095,0.321,1.218
0.08,0.304,1.184
0.064,0.287,1.152
0.064,0.277,1.124
0.044,0.277,1.1
0.03,0.269,1.082
0.022,0.261,1.082
0.021,0.256,1.07
0.026,0.253,1.058
0.032,0.254,1.05
0.032,0.258,1.045
0.038,0.258,1.041
0.047,0.256,1.038
0.058,0.25,1.038
0.061,0.247,1.031
0.054,0.244,1.017
0.048,0.235,0.999
0.048,0.218,0.984
0.05,0.218,0.969
0.056,0.192,0.949
0.053,0.164,0.949
0.043,0.141,0.928
0.037,0.123,0.915
0.035,0.098,0.903
0.035,0.063,0.896
0.035,0.024,0.906
0.051,0.024,0.928
0.076,-0.018,0.928
0.091,-0.064,0.941
0.086,-0.104,0.945
0.06,-0.128,0.94
0.06,-0.143,0.916
0.022,-0.153,0.879
-0.016,-0.153,0.841
-0.047,-0.162,0.805
-0.072,-0.172,0.805
-0.086,-0.187,0.775
-0.089,-0.208,0.755
-0.082,-0.297,0.734
-0.082,-0.381,0.703
-0.096,-0.437,0.644
-0.119,-0.437,0.593
-0.131,-0.453,0.593
-0.139,-0.422,0.559
-0.139,-0.427,0.507
-0.138,-0.447,0.449
-0.013,-0.482,0.405
-0.123,-0.528,0.372
-0.102,-0.528,0.342
-0.082,-0.582,0.322
-0.058,-0.64,0.322
-0.032,-0.693,0.313
-0.004,-0.739,0.315
0.028,-0.778,0.324
0.028,-0.811,0.342
0.064,-0.811,0.342
0.089,-0.84,0.341
0.11,-0.855,0.341
0.136,-0.847,0.362
0.153,-0.834,0.38
0.166,-0.818,0.388
0.166,-0.802,0.396
0.177,-0.783,0.397
0.18,-0.783,0.391
0.182,-0.76,0.38
0.18,-0.734,0.38
0.175,-0.712,0.358
0.176,-0.695,0.34
0.181,-0.688,0.323
0.181,-0.691,0.302
0.187,-0.699,0.286
0.192,-0.699,0.277
0.194,-0.709,0.277
0.198,-0.727,0.273
0.198,-0.746,0.275
0.192,-0.767,0.279
0.192,-0.791,0.288
0.188,-0.81,0.3
0.188,-0.81,0.308
0.193,-0.826,0.319
0.202,-0.835,0.319
0.212,-0.838,0.33
0.221,-0.835,0.34
0.221,-0.83,0.346
0.227,-0.822,0.349
0.232,-0.822,0.352
0.235,-0.811,0.355
0.233,-0.795,0.355
0.229,-0.781,0.354
0.226,-0.767,0.351
0.226,-0.755,0.354
0.226,-0.751,0.355
0.229,-0.626,0.357
0.232,-0.749,0.363
0.234,-0.752,0.363
0.237,-0.759,0.362
0.242,-0.77,0.362
0.246,-0.783,0.363
0.246,-0.795,0.362
0.249,-0.808,0.362
0.248,-0.808,0.36
0.248,-0.822,0.36
0.251,-0.836,0.36
0.254,-0.847,0.363
0.258,-0.855,0.366
0.264,-0.864,0.372
0.264,-0.872,0.38
0.269,-0.875,0.388
0.275,-0.875,0.394
0.285,-0.876,0.394
0.242,0.524,1.279
0.242,0.522,1.297
0.249,0.523,1.311
0.25,0.523,1.32
0.242,0.525,1.325
0.227,0.529,1.325
0.213,0.534,1.329
0.201,0.535,1.329
0.201,0.526,1.329
0.191,0.515,1.33
0.185,0.515,1.336
0.181,0.501,1.348
0.175,0.484,1.348
0.164,0.47,1.361
0.154,0.462,1.371
0.148,0.453,1.384
0.148,0.444,1.403
0.148,0.444,1.423
0.153,0.435,1.445
0.158,0.429,1.445
0.161,0.43,1.464
0.172,0.431,1.481
0.185,0.43,1.491
0.185,0.426,1.492
0.187,0.426,1.484
0.177,0.418,1.467
0.155,0.412,1.467
0.126,0.409,1.442
0.098,0.401,1.412
0.079,0.381,1.383
0.079,0.355,1.357
0.066,0.333,1.331
0.056,0.333,1.305
0.044,0.311,1.28
0.035,0.29,1.28
0.029,0.276,1.256
0.023,0.27,1.233
0.023,0.27,1.208
0.019,0.277,1.176
0.013,0.277,1.146
0.008,0.291,1.125
0.01,0.313,1.125
0.02,0.332,1.108
0.037,0.332,1.093
0.057,0.324,1.076
0.057,0.317,1.047
0.068,0.317,1.002
0.061,0.315,0.953
0.044,0.316,0.953
0.029,0.313,0.905
0.015,0.298,0.856
0.004,0.269,0.809
0.004,0.228,0.761
-0.003,0.173,0.714
-0.006,0.173,0.667
-0.009,0.114,0.542
-0.008,0.056,0.614
-0.009,0,0.561
-0.016,-0.053,0.512
-0.016,-0.102,0.466
-0.03,-0.143,0.423
-0.041,-0.143,0.391
-0.037,-0.181,0.376
-0.023,-0.215,0.376
-0.003,-0.254,0.38
0.016,-0.317,0.393
0.034,-0.378,0.404
0.034,-0.411,0.416
0.056,-0.411,0.429
0.075,-0.446,0.437
0.086,-0.488,0.437
0.094,-0.52,0.439
0.101,-0.536,0.442
0.103,-0.543,0.455
0.103,-0.542,0.474
0.107,-0.532,0.495
0.11,-0.532,0.518
0.109,-0.521,0.518
0.111,-0.51,0.536
0.114,-0.497,0.545
0.118,-0.488,0.548
0.118,-0.481,0.547
0.12,-0.476,0.543
0.119,-0.476,0.541
0.12,-0.475,0.538
0.124,-0.476,0.538
0.128,-0.485,0.537
0.131,-0.503,0.538
0.136,-0.524,0.539
0.136,-0.541,0.54
0.138,-0.555,0.543
0.14,-0.555,0.542
0.143,-0.568,0.542
0.142,-0.578,0.541
0.142,-0.584,0.542
0.143,-0.589,0.542
0.143,-0.591,0.545
0.144,-0.593,0.547
0.147,-0.593,0.546
0.148,-0.593,0.547
0.146,-0.593,0.547
0.144,-0.594,0.547
0.144,-0.595,0.548
0.146,-0.598,0.55
0.146,-0.606,0.553
0.153,-0.606,0.555
0.157,-0.614,0.555
0.16,-0.618,0.555
0.162,-0.62,0.552
0.164,-0.62,0.549
0.17,-0.616,0.552
0.17,-0.615,0.555
0.178,-0.616,0.563
0.183,-0.616,0.572
0.187,-0.617,0.58
0.191,-0.619,0.58
0.197,-0.621,0.588
0.199,-0.624,0.599
0.196,-0.626,0.613
0.258,0.594,1.189
0.258,0.611,1.213
0.255,0.736,1.237
0.247,0.627,1.258
0.233,0.643,1.272
0.218,0.66,1.272
0.205,0.675,1.28
0.191,0.691,1.284
0.191,0.708,1.287
0.175,0.72,1.29
0.159,0.72,1.289
0.141,0.728,1.287
0.124,0.734,1.287
0.107,0.736,1.28
0.09,0.736,1.265
0.079,0.734,1.249
0.079,0.727,1.237
0.077,0.727,1.228
0.081,0.716,1.222
0.089,0.704,1.222
0.099,0.69,1.218
0.108,0.676,1.213
0.117,0.666,1.206
0.117,0.665,1.183
0.11,0.665,1.227
0.142,0.759,1.279
0.184,0.803,1.154
0.174,0.712,1.209
0.159,0.645,1.13
0.148,0.614,1.107
0.148,0.607,1.098
0.126,0.623,1.078
0.103,0.623,1.05
0.093,0.648,1.022
0.091,0.662,1.022
0.09,0.658,0.999
0.09,0.64,0.975
0.09,0.619,0.947
0.09,0.599,0.921
0.092,0.599,0.907
0.096,0.583,0.907
0.105,0.573,0.907
0.118,0.567,0.913
0.13,0.558,0.922
0.14,0.552,0.928
0.14,0.55,0.933
0.146,0.552,0.939
0.148,0.552,0.947
0.146,0.56,0.947
0.147,0.569,0.955
0.147,0.58,0.961
0.142,0.591,0.964
0.142,0.601,0.966
0.135,0.606,0.969
0.129,0.606,0.975
0.126,0.607,0.975
0.123,0.606,0.981
0.118,0.599,0.992
0.116,0.59,1
0.116,0.582,1.006
0.113,0.577,1.014
0.105,0.577,1.017
0.096,0.571,1.022
0.09,0.567,1.022
0.083,0.563,1.028
0.077,0.559,1.032
0.077,0.556,1.034
0.072,0.552,1.032
0.065,0.552,1.032
0.057,0.549,1.031
0.052,0.546,1.031
0.051,0.541,1.028
0.05,0.535,1.02
0.05,0.531,1.007
0.05,0.529,0.993
0.054,0.529,0.98
0.061,0.527,0.968
0.073,0.526,0.968
0.092,0.511,0.959
0.106,0.489,0.983
0.111,0.491,0.988
0.111,0.51,0.955
0.12,0.533,0.93
0.129,0.533,0.905
0.135,0.555,0.905
0.142,0.563,0.876
0.145,0.554,0.86
0.146,0.544,0.862
0.146,0.539,0.876
0.15,0.536,0.893
0.152,0.536,0.909
0.152,0.537,0.923
0.153,0.54,0.923
0.157,0.549,0.938
0.163,0.563,0.953
0.169,0.572,0.965
0.169,0.577,0.978
0.17,0.577,0.99
0.165,0.577,1.002
0.162,0.571,1.002
0.155,0.566,1.012
0.147,0.563,1.018
0.142,0.558,1.025
0.142,0.552,1.031
0.14,0.547,1.036
0.137,0.547,1.039
0.133,0.543,1.039
0.132,0.539,1.045
0.134,0.538,1.051
0.135,0.538,1.057
0.135,0.535,1.062
0.139,0.534,1.064
0.146,0.534,1.07
0.151,0.535,1.08
0.155,0.534,1.08
0.161,0.533,1.088
0.164,0.536,1.093
0.168,0.538,1.097
0.168,0.542,1.104
0.291,0.488,1.253
0.293,0.512,1.253
0.291,0.532,1.245
0.284,0.547,1.234
0.274,0.558,1.216
0.274,0.568,1.196
0.264,0.568,1.177
0.252,0.574,1.159
0.243,0.578,1.159
0.24,0.58,1.144
0.24,0.58,1.135
0.244,0.579,1.133
0.244,0.577,1.135
0.25,0.576,1.14
0.249,0.576,1.148
0.243,0.575,1.148
0.233,0.572,1.148
0.217,0.572,1.144
0.203,0.576,1.142
0.203,0.579,1.139
0.192,0.585,1.137
0.185,0.585,1.144
0.18,0.592,1.155
0.18,0.595,1.155
0.181,0.598,1.166
0.181,0.598,1.179
0.179,0.598,1.194
0.179,0.6,1.207
0.173,0.6,1.216
0.17,0.6,1.224
0.171,0.602,1.224
0.17,0.607,1.232
0.17,0.613,1.24
0.17,0.619,1.245
0.17,0.625,1.246
0.169,0.625,1.245
0.167,0.63,1.243
0.168,0.632,1.243
0.17,0.634,1.238
0.169,0.632,1.23
0.166,0.63,1.226
0.166,0.627,1.217
0.161,0.622,1.2
0.154,0.622,1.182
0.145,0.616,1.166
0.134,0.61,1.166
0.126,0.602,1.144
0.116,0.593,1.123
0.116,0.583,1.102
0.104,0.568,1.08
0.097,0.568,1.063
0.093,0.553,1.048
0.091,0.536,1.048
0.094,0.519,1.032
0.1,0.502,1.017
0.104,0.488,1.002
0.104,0.479,0.989
0.11,0.479,0.979
0.114,0.472,0.969
0.118,0.469,0.969
0.122,0.468,0.96
0.126,0.467,0.955
0.134,0.465,0.953
0.134,0.466,0.953
0.142,0.468,0.951
0.149,0.468,0.95
0.152,0.472,0.95
0.154,0.476,0.953
0.157,0.476,0.955
0.158,0.475,0.958
0.158,0.472,0.963
0.158,0.468,0.967
0.156,0.468,0.969
0.155,0.463,0.969
0.153,0.457,0.969
0.147,0.452,0.97
0.143,0.45,0.973
0.143,0.448,0.975
0.141,0.446,0.977
0.138,0.446,0.98
0.133,0.442,0.984
0.13,0.437,0.984
0.129,0.434,0.989
0.128,0.433,0.993
0.128,0.432,0.999
0.128,0.43,1.006
0.128,0.427,1.011
0.128,0.427,1.015
0.127,0.423,1.015
0.127,0.419,1.019
0.126,0.416,1.023
0.124,0.415,1.025
0.124,0.411,1.026
0.123,0.407,1.025
0.121,0.407,1.024
0.12,0.405,1.021
0.118,0.402,1.021
0.116,0.4,1.016
0.115,0.398,1.012
0.115,0.396,1.011
0.115,0.395,1.009
0.116,0.395,1.005
0.117,0.396,1.003
0.121,0.396,1.003
0.127,0.395,1.002
0.132,0.39,1.003
0.138,0.387,1.004
0.138,0.386,1.007
0.142,0.386,1.013
0.146,0.386,1.018
0.15,0.387,1.018
0.153,0.39,1.023
0.155,0.394,1.029
0.157,0.4,1.036
0.157,0.407,1.042
0.16,0.416,1.05
0.163,0.416,1.059
0.164,0.425,1.059
0.169,0.433,1.068
